HDR,FORECAST DAY AND DAY AHEAD DEMAND DATA
DANF,20210929,1,N,20210928224500,21370
DANF,20210929,2,N,20210928231500,20784
DANF,20210929,3,N,20210928234500,20380
DANF,20210929,4,N,20210929001500,20100
DANF,20210929,5,N,20210929004500,19564
DANF,20210929,6,N,20210929011500,19263
DANF,20210929,7,N,20210929014500,18967
DANF,20210929,8,N,20210929021500,18731
DANF,20210929,9,N,20210929021500,18700
DANF,20210929,10,N,20210929021500,18735
DANF,20210929,11,N,20210929021500,19506
DANF,20210929,12,N,20210929021500,20552
DANF,20210929,13,N,20210929021500,22980
DANF,20210929,14,N,20210929021500,25266
DANF,20210929,15,N,20210929021500,27623
DANF,20210929,16,N,20210929021500,28774
DANF,20210929,17,N,20210929021500,29240
DANF,20210929,18,N,20210929021500,28825
DANF,20210929,19,N,20210929021500,28580
DANF,20210929,20,N,20210929021500,27832
DANF,20210929,21,N,20210929021500,27246
DANF,20210929,22,N,20210929021500,26588
DANF,20210929,23,N,20210929021500,26442
DANF,20210929,24,N,20210929021500,26485
DANF,20210929,25,N,20210929021500,26680
DANF,20210929,26,N,20210929021500,26435
DANF,20210929,27,N,20210929021500,26099
DANF,20210929,28,N,20210929021500,25928
DANF,20210929,29,N,20210929021500,25971
DANF,20210929,30,N,20210929021500,25820
DANF,20210929,31,N,20210929021500,26120
DANF,20210929,32,N,20210929021500,27372
DANF,20210929,33,N,20210929021500,28738
DANF,20210929,34,N,20210929021500,30460
DANF,20210929,35,N,20210929021500,31867
DANF,20210929,36,N,20210929021500,33000
DANF,20210929,37,N,20210929021500,33620
DANF,20210929,38,N,20210929021500,34536
DANF,20210929,39,N,20210929021500,35000
DANF,20210929,40,N,20210929021500,34717
DANF,20210929,41,N,20210929021500,34183
DANF,20210929,42,N,20210929021500,32887
DANF,20210929,43,N,20210929021500,31338
DANF,20210929,44,N,20210929021500,29450
DANF,20210929,45,N,20210929021500,27676
DANF,20210929,46,N,20210929021500,25886
DANF,20210929,47,N,20210929021500,23956
DANF,20210929,48,N,20210929021500,22560
DANF,20210930,1,N,20210929021500,21500
DANF,20210930,2,N,20210929021500,20719
DANF,20210930,3,N,20210929021500,20470
DANF,20210930,4,N,20210929021500,20480
DANF,20210930,5,N,20210929021500,20127
DANF,20210930,6,N,20210929021500,19793
DANF,20210930,7,N,20210929021500,19678
DANF,20210930,8,N,20210929021500,19105
DANF,20210930,9,N,20210929021500,18967
DANF,20210930,10,N,20210929021500,18890
DAID,20210929,1,N,20210928224500,-22852
DAID,20210929,2,N,20210928231500,-22212
DAID,20210929,3,N,20210928234500,-21741
DAID,20210929,4,N,20210929001500,-21676
DAID,20210929,5,N,20210929004500,-21778
DAID,20210929,6,N,20210929011500,-21771
DAID,20210929,7,N,20210929014500,-21848
DAID,20210929,8,N,20210929021500,-22071
DAID,20210929,9,N,20210929021500,-22267
DAID,20210929,10,N,20210929021500,-22546
DAID,20210929,11,N,20210929021500,-22991
DAID,20210929,12,N,20210929021500,-24401
DAID,20210929,13,N,20210929021500,-26736
DAID,20210929,14,N,20210929021500,-28954
DAID,20210929,15,N,20210929021500,-31014
DAID,20210929,16,N,20210929021500,-32532
DAID,20210929,17,N,20210929021500,-33255
DAID,20210929,18,N,20210929021500,-33395
DAID,20210929,19,N,20210929021500,-33725
DAID,20210929,20,N,20210929021500,-33651
DAID,20210929,21,N,20210929021500,-33616
DAID,20210929,22,N,20210929021500,-33443
DAID,20210929,23,N,20210929021500,-33337
DAID,20210929,24,N,20210929021500,-33246
DAID,20210929,25,N,20210929021500,-33135
DAID,20210929,26,N,20210929021500,-32842
DAID,20210929,27,N,20210929021500,-32508
DAID,20210929,28,N,20210929021500,-32187
DAID,20210929,29,N,20210929021500,-31989
DAID,20210929,30,N,20210929021500,-31829
DAID,20210929,31,N,20210929021500,-31867
DAID,20210929,32,N,20210929021500,-32291
DAID,20210929,33,N,20210929021500,-32982
DAID,20210929,34,N,20210929021500,-33873
DAID,20210929,35,N,20210929021500,-34314
DAID,20210929,36,N,20210929021500,-34516
DAID,20210929,37,N,20210929021500,-34529
DAID,20210929,38,N,20210929021500,-35203
DAID,20210929,39,N,20210929021500,-35630
DAID,20210929,40,N,20210929021500,-35032
DAID,20210929,41,N,20210929021500,-33763
DAID,20210929,42,N,20210929021500,-32204
DAID,20210929,43,N,20210929021500,-30705
DAID,20210929,44,N,20210929021500,-29118
DAID,20210929,45,N,20210929021500,-27454
DAID,20210929,46,N,20210929021500,-25908
DAID,20210929,47,N,20210929021500,-24761
DAID,20210929,48,N,20210929021500,-23564
DAID,20210930,1,N,20210929021500,-22649
DAID,20210930,2,N,20210929021500,-21949
DAID,20210930,3,N,20210929021500,-21499
DAID,20210930,4,N,20210929021500,-21493
DAID,20210930,5,N,20210929021500,-21243
DAID,20210930,6,N,20210929021500,-20927
DAID,20210930,7,N,20210929021500,-20778
DAID,20210930,8,N,20210929021500,-20741
DAID,20210930,9,N,20210929021500,-20836
DAID,20210930,10,N,20210929021500,-21191
DAIG,20210929,1,N,20210928224500,21992
DAIG,20210929,2,N,20210928231500,21552
DAIG,20210929,3,N,20210928234500,21267
DAIG,20210929,4,N,20210929001500,21056
DAIG,20210929,5,N,20210929004500,21108
DAIG,20210929,6,N,20210929011500,20929
DAIG,20210929,7,N,20210929014500,21393
DAIG,20210929,8,N,20210929021500,21519
DAIG,20210929,9,N,20210929021500,21185
DAIG,20210929,10,N,20210929021500,21857
DAIG,20210929,11,N,20210929021500,22266
DAIG,20210929,12,N,20210929021500,23052
DAIG,20210929,13,N,20210929021500,26002
DAIG,20210929,14,N,20210929021500,27705
DAIG,20210929,15,N,20210929021500,29413
DAIG,20210929,16,N,20210929021500,29995
DAIG,20210929,17,N,20210929021500,30325
DAIG,20210929,18,N,20210929021500,30422
DAIG,20210929,19,N,20210929021500,30201
DAIG,20210929,20,N,20210929021500,30221
DAIG,20210929,21,N,20210929021500,29870
DAIG,20210929,22,N,20210929021500,29946
DAIG,20210929,23,N,20210929021500,29601
DAIG,20210929,24,N,20210929021500,29655
DAIG,20210929,25,N,20210929021500,29458
DAIG,20210929,26,N,20210929021500,29261
DAIG,20210929,27,N,20210929021500,29144
DAIG,20210929,28,N,20210929021500,29093
DAIG,20210929,29,N,20210929021500,29097
DAIG,20210929,30,N,20210929021500,29029
DAIG,20210929,31,N,20210929021500,29551
DAIG,20210929,32,N,20210929021500,29886
DAIG,20210929,33,N,20210929021500,31349
DAIG,20210929,34,N,20210929021500,33104
DAIG,20210929,35,N,20210929021500,33975
DAIG,20210929,36,N,20210929021500,34324
DAIG,20210929,37,N,20210929021500,35215
DAIG,20210929,38,N,20210929021500,35017
DAIG,20210929,39,N,20210929021500,35002
DAIG,20210929,40,N,20210929021500,34831
DAIG,20210929,41,N,20210929021500,34252
DAIG,20210929,42,N,20210929021500,33198
DAIG,20210929,43,N,20210929021500,32149
DAIG,20210929,44,N,20210929021500,30883
DAIG,20210929,45,N,20210929021500,29142
DAIG,20210929,46,N,20210929021500,27469
DAIG,20210929,47,N,20210929021500,21886
DAIG,20210929,48,N,20210929021500,19351
DAIG,20210930,1,N,20210929021500,19344
DAIG,20210930,2,N,20210929021500,19419
DAIG,20210930,3,N,20210929021500,19684
DAIG,20210930,4,N,20210929021500,20015
DAIG,20210930,5,N,20210929021500,20301
DAIG,20210930,6,N,20210929021500,20646
DAIG,20210930,7,N,20210929021500,20548
DAIG,20210930,8,N,20210929021500,20809
DAIG,20210930,9,N,20210929021500,21049
DAIG,20210930,10,N,20210929021500,21300
DATF,20210929,1,N,20210928224500,21920
DATF,20210929,2,N,20210928231500,21398
DATF,20210929,3,N,20210928234500,21012
DATF,20210929,4,N,20210929001500,20746
DATF,20210929,5,N,20210929004500,20504
DATF,20210929,6,N,20210929011500,20482
DATF,20210929,7,N,20210929014500,20384
DATF,20210929,8,N,20210929021500,20390
DATF,20210929,9,N,20210929021500,20494
DATF,20210929,10,N,20210929021500,20361
DATF,20210929,11,N,20210929021500,20461
DATF,20210929,12,N,20210929021500,21332
DATF,20210929,13,N,20210929021500,23480
DATF,20210929,14,N,20210929021500,25766
DATF,20210929,15,N,20210929021500,28123
DATF,20210929,16,N,20210929021500,29274
DATF,20210929,17,N,20210929021500,29822
DATF,20210929,18,N,20210929021500,29440
DATF,20210929,19,N,20210929021500,29298
DATF,20210929,20,N,20210929021500,28649
DATF,20210929,21,N,20210929021500,28321
DATF,20210929,22,N,20210929021500,27674
DATF,20210929,23,N,20210929021500,27576
DATF,20210929,24,N,20210929021500,27597
DATF,20210929,25,N,20210929021500,27818
DATF,20210929,26,N,20210929021500,27603
DATF,20210929,27,N,20210929021500,27313
DATF,20210929,28,N,20210929021500,27139
DATF,20210929,29,N,20210929021500,27220
DATF,20210929,30,N,20210929021500,27085
DATF,20210929,31,N,20210929021500,27380
DATF,20210929,32,N,20210929021500,28488
DATF,20210929,33,N,20210929021500,29726
DATF,20210929,34,N,20210929021500,31514
DATF,20210929,35,N,20210929021500,32782
DATF,20210929,36,N,20210929021500,33837
DATF,20210929,37,N,20210929021500,34209
DATF,20210929,38,N,20210929021500,35036
DATF,20210929,39,N,20210929021500,35500
DATF,20210929,40,N,20210929021500,35217
DATF,20210929,41,N,20210929021500,34683
DATF,20210929,42,N,20210929021500,33387
DATF,20210929,43,N,20210929021500,31838
DATF,20210929,44,N,20210929021500,29950
DATF,20210929,45,N,20210929021500,28176
DATF,20210929,46,N,20210929021500,26386
DATF,20210929,47,N,20210929021500,24674
DATF,20210929,48,N,20210929021500,23278
DATF,20210930,1,N,20210929021500,22361
DATF,20210930,2,N,20210929021500,21584
DATF,20210930,3,N,20210929021500,21333
DATF,20210930,4,N,20210929021500,21343
DATF,20210930,5,N,20210929021500,20989
DATF,20210930,6,N,20210929021500,20655
DATF,20210930,7,N,20210929021500,20539
DATF,20210930,8,N,20210929021500,19966
DATF,20210930,9,N,20210929021500,19826
DATF,20210930,10,N,20210929021500,19749
FTR,232